sentence,label
i do not care do you understand i do not care i do not care if they bark or roll about like hoops,0
yes i did quite a lot,3
oh be quiet,0
you are far too temperamental try to control yourself,0
stop it stop it i hate you,0
listen indeed i am sick and tired of listening to you damn sadistic bully,0
stop it stop it i hate you do you hear you are overbearing and conceited and utterly impossible,0
this is the end do you hear the end finally and forever,0
oh yes i am,0
yes i am let go of me you are cruel fiend and i hate and loathe you thank god i realized who you really are before i would ever ever marry you again i would never marry you again i would rather die in torment,0
you are a beast i hate you stop it stop it,0
as a matter of fact the real cause of that row was peter burden,3
i knew nothing of the sort you took presents from him,0
you went out of your way to torture me over peter burden,0
you let him kiss you you said you did,0
what about me,0
i have a little i think,3
no particular reason anyhow they are very small ones,3
you can hardly call three liquor glasses in a whole evening going on and on and on,3
going out somewhere dear,3
as a matter of fact that is perfectly true,3
tell me did you see much of peter burden after our divorce,3
what riotous time you must have had,0
no restraint at all very enjoyable never had much anyhow,0
we can get a good little debate going about that do not you think intemperate tots,0
all right i will,3
better turn that off i think,3
turn it off,0
amanda listen listen,0
very amusing indeed,0
you are a vile tempered loose living wicked little beast and i hope i never see you again as long as i live,0
